traj,step,speed,num_collisions,num_offroad_visits,intention
0,0,25.0,0,0,Safe
0,1,25.0,0,0,Safe
0,2,25.0,0,0,Safe
0,3,25.0,0,0,Safe
0,4,25.0,0,0,Safe
0,5,27.53364907863714,0,0,Safe
0,6,29.578529645079747,0,0,Safe
0,7,29.927975675100427,0,0,Safe
0,8,29.98769189026777,0,0,Safe
0,9,29.997896688856272,0,0,Safe
0,10,29.999640568871776,0,0,Safe
0,11,29.999938577449026,0,0,Safe
0,12,29.9999895036087,0,0,Safe
0,13,29.99999820629022,0,0,Safe
0,14,29.999999693476106,0,0,Safe
0,15,29.99999994761867,0,0,Safe
0,16,29.999999991048647,0,0,Safe
0,17,29.99999999847032,0,0,Safe
0,18,29.99999999973859,0,0,Safe
0,19,29.99999999995533,0,0,Safe
0,20,29.999999999992365,0,0,Safe
0,21,29.999999999998696,0,0,Safe
0,22,29.99999999999978,0,0,Safe
0,23,29.99999999999996,0,0,Safe
0,24,29.999999999999982,0,0,Safe
0,25,29.999999999999982,0,0,Safe
0,26,29.999999999999982,0,0,Safe
0,27,29.999999999999982,0,0,Safe
0,28,29.999999999999982,0,0,Safe
0,29,29.999999999999982,0,0,Safe
0,30,29.999999999999982,0,0,Safe
0,31,29.999999999999982,0,0,Safe
0,32,29.999999999999982,0,0,Safe
0,33,29.999999999999982,0,0,Safe
0,34,29.999999999999982,0,0,Safe
0,35,29.999999999999982,0,0,Safe
0,36,29.999999999999982,0,0,Safe
0,37,29.999999999999982,0,0,Safe
0,38,29.999999999999982,0,0,Safe
0,39,29.999999999999982,0,0,Safe
1,0,25.0,0,0,Safe
1,1,25.0,0,0,Safe
1,2,25.0,0,0,Safe
1,3,25.0,0,0,Safe
1,4,25.0,0,0,Safe
1,5,25.0,0,0,Safe
1,6,25.0,0,0,Safe
1,7,25.0,0,0,Safe
1,8,28.918597890256457,0,0,Safe
1,9,29.815201102544943,0,0,Safe
1,10,29.96842004265305,0,0,Safe
1,11,29.994603356839413,0,0,Safe
1,12,29.999077777177376,0,0,Safe
1,13,29.999842402969907,0,0,Safe
1,14,29.999973068521747,0,0,Safe
1,15,29.999995397727226,0,0,Safe
1,16,29.99999921352573,0,0,Safe
1,17,29.9999998656008,0,0,Safe
1,18,29.999999977032758,0,0,Safe
1,19,29.99999999607517,0,0,Safe
1,20,29.99999999932929,0,0,Safe
1,21,29.999999999885382,0,0,Safe
1,22,29.99999999998041,0,0,Safe
1,23,29.999999999996653,0,0,Safe
1,24,29.999999999999428,0,0,Safe
1,25,29.9999999999999,0,0,Safe
1,26,29.999999999999982,0,0,Safe
1,27,29.999999999999982,0,0,Safe
1,28,29.999999999999982,0,0,Safe
1,29,29.999999999999982,0,0,Safe
1,30,29.999999999999982,0,0,Safe
1,31,29.999999999999982,0,0,Safe
1,32,29.999999999999982,0,0,Safe
1,33,29.999999999999982,0,0,Safe
1,34,29.999999999999982,0,0,Safe
1,35,29.999999999999982,0,0,Safe
1,36,29.999999999999982,0,0,Safe
1,37,29.999999999999982,0,0,Safe
1,38,29.999999999999982,0,0,Safe
1,39,29.999999999999982,0,0,Safe
2,0,25.0,0,0,Safe
2,1,29.1455588268693,0,0,Safe
2,2,29.85398605633181,0,0,Safe
2,3,29.975047934935745,0,0,Safe
2,4,29.99573598565089,0,0,Safe
2,5,29.99927133011546,0,0,Safe
2,6,29.9998754788898,0,0,Safe
2,7,29.999978720807302,0,0,Safe
2,8,29.999996363636328,0,0,Safe
2,9,29.99999937858823,0,0,Safe
2,10,29.99999989380804,0,0,Safe
2,11,29.99999998185304,0,0,Safe
2,12,29.9999999968989,0,0,Safe
2,13,29.99999999947006,0,0,Safe
2,14,29.99999999990944,0,0,Safe
2,15,29.999999999984524,0,0,Safe
2,16,29.99999999999736,0,0,Safe
2,17,29.99999999999955,0,0,Safe
2,18,29.99999999999992,0,0,Safe
2,19,29.999999999999982,0,0,Safe
2,20,29.999999999999982,0,0,Safe
2,21,29.999999999999982,0,0,Safe
2,22,29.999999999999982,0,0,Safe
2,23,29.999999999999982,0,0,Safe
2,24,29.999999999999982,0,0,Safe
2,25,29.999999999999982,0,0,Safe
2,26,29.999999999999982,0,0,Safe
2,27,29.999999999999982,0,0,Safe
2,28,29.999999999999982,0,0,Safe
2,29,29.999999999999982,0,0,Safe
2,30,29.999999999999982,0,0,Safe
2,31,29.999999999999982,0,0,Safe
2,32,29.999999999999982,0,0,Safe
2,33,29.999999999999982,0,0,Safe
2,34,29.999999999999982,0,0,Safe
2,35,29.999999999999982,0,0,Safe
2,36,29.999999999999982,0,0,Safe
2,37,29.999999999999982,0,0,Safe
2,38,29.999999999999982,0,0,Safe
2,39,29.999999999999982,0,0,Safe
3,0,25.0,0,0,Safe
3,1,29.1455588268693,0,0,Safe
3,2,29.85398605633181,0,0,Safe
3,3,29.975047934935745,0,0,Safe
3,4,29.99573598565089,0,0,Safe
3,5,29.99927133011546,0,0,Safe
3,6,29.9998754788898,0,0,Safe
3,7,29.999978720807302,0,0,Safe
3,8,29.999996363636328,0,0,Safe
3,9,29.99999937858823,0,0,Safe
3,10,29.99999989380804,0,0,Safe
3,11,29.99999998185304,0,0,Safe
3,12,29.9999999968989,0,0,Safe
3,13,29.99999999947006,0,0,Safe
3,14,29.99999999990944,0,0,Safe
3,15,29.999999999984524,0,0,Safe
3,16,29.99999999999736,0,0,Safe
3,17,26.216577373461035,0,0,Safe
3,18,25.207898759636866,0,0,Safe
3,19,20.996773771787343,0,0,Safe
3,20,20.17033691018238,0,0,Safe
3,21,21.07849128992212,0,0,Safe
3,22,24.32986029946376,0,0,Safe
3,23,21.254130554766643,0,0,Safe
3,24,20.21431615649477,0,0,Safe
3,25,20.03662410963525,0,0,Safe
3,26,20.00625862944032,0,0,Safe
3,27,24.0398232063642,0,0,Safe
3,28,28.75451497306305,1,0,Safe
3,29,29.78716126249345,1,1,Safe
3,30,29.96362836388745,1,2,Safe
3,31,29.99378451531426,1,2,Safe
3,32,29.99893784679471,1,2,Safe
3,33,29.99981849051385,1,2,Safe
3,34,29.999968982164344,1,2,Safe
3,35,29.999994699416824,1,2,Safe
3,36,29.99999909419269,2,2,Safe
3,37,29.99999984520819,2,2,Safe
3,38,29.9999999735479,2,2,Safe
3,39,29.999999995479648,2,2,Safe
4,0,25.0,0,0,Safe
4,1,29.1455588268693,0,0,Safe
4,2,29.85398605633181,0,0,Safe
4,3,29.975047934935745,0,0,Safe
4,4,29.99573598565089,0,0,Safe
4,5,29.99927133011546,0,0,Safe
4,6,29.9998754788898,0,0,Safe
4,7,29.999978720807302,0,0,Safe
4,8,29.999996363636328,0,0,Safe
4,9,29.99999937858823,0,0,Safe
4,10,29.99999989380804,0,0,Safe
4,11,29.99999998185304,0,0,Safe
4,12,29.9999999968989,0,0,Safe
4,13,29.99999999947006,0,0,Safe
4,14,29.99999999990944,0,0,Safe
4,15,29.999999999984524,0,0,Safe
4,16,29.99999999999736,0,0,Safe
4,17,29.99999999999955,0,0,Safe
4,18,29.99999999999992,0,0,Safe
4,19,29.999999999999982,0,0,Safe
4,20,29.999999999999982,0,0,Safe
4,21,29.999999999999982,0,0,Safe
4,22,29.999999999999982,0,0,Safe
4,23,29.999999999999982,0,0,Safe
4,24,29.999999999999982,0,0,Safe
4,25,29.999999999999982,0,0,Safe
4,26,29.999999999999982,0,0,Safe
4,27,29.999999999999982,0,0,Safe
4,28,29.999999999999982,0,0,Safe
4,29,29.999999999999982,0,0,Safe
4,30,29.999999999999982,0,0,Safe
4,31,29.999999999999982,0,0,Safe
4,32,29.999999999999982,0,0,Safe
4,33,29.999999999999982,0,0,Safe
4,34,29.999999999999982,0,0,Safe
4,35,29.999999999999982,0,0,Safe
4,36,29.999999999999982,0,0,Safe
4,37,29.999999999999982,0,0,Safe
4,38,29.999999999999982,0,0,Safe
4,39,29.999999999999982,0,0,Safe
5,0,25.0,0,1,Safe
5,1,29.1455588268693,0,1,Safe
5,2,29.85398605633181,0,1,Safe
5,3,29.975047934935745,0,1,Safe
5,4,29.99573598565089,0,1,Safe
5,5,29.99927133011546,0,1,Safe
5,6,29.9998754788898,0,1,Safe
5,7,29.999978720807302,0,1,Safe
5,8,29.999996363636328,0,1,Safe
5,9,29.99999937858823,0,1,Safe
5,10,29.99999989380804,0,1,Safe
5,11,29.99999998185304,0,1,Safe
5,12,29.9999999968989,0,1,Safe
5,13,29.99999999947006,0,1,Safe
5,14,29.99999999990944,0,1,Safe
5,15,29.999999999984524,0,1,Safe
5,16,29.99999999999736,0,1,Safe
5,17,29.99999999999955,0,1,Safe
5,18,29.99999999999992,0,1,Safe
5,19,29.999999999999982,0,1,Safe
5,20,29.999999999999982,0,1,Safe
5,21,29.999999999999982,0,1,Safe
5,22,29.999999999999982,0,1,Safe
5,23,29.999999999999982,0,1,Safe
5,24,29.999999999999982,0,1,Safe
5,25,29.999999999999982,0,1,Safe
5,26,29.999999999999982,0,1,Safe
5,27,29.999999999999982,0,1,Safe
5,28,29.999999999999982,0,1,Safe
5,29,29.999999999999982,0,1,Safe
5,30,29.999999999999982,0,1,Safe
5,31,29.999999999999982,0,1,Safe
5,32,29.999999999999982,0,1,Safe
5,33,29.999999999999982,0,1,Safe
5,34,29.999999999999982,0,1,Safe
5,35,29.999999999999982,0,1,Safe
5,36,29.999999999999982,0,1,Safe
5,37,29.999999999999982,0,1,Safe
5,38,29.999999999999982,0,1,Safe
5,39,29.999999999999982,0,1,Safe
6,0,25.0,0,0,Safe
6,1,29.1455588268693,0,0,Safe
6,2,29.85398605633181,0,0,Safe
6,3,29.975047934935745,0,0,Safe
6,4,29.99573598565089,0,0,Safe
6,5,29.99927133011546,0,0,Safe
6,6,29.9998754788898,0,0,Safe
6,7,29.999978720807302,0,0,Safe
6,8,29.999996363636328,0,0,Safe
6,9,29.99999937858823,0,0,Safe
6,10,29.99999989380804,0,0,Safe
6,11,29.99999998185304,0,0,Safe
6,12,29.9999999968989,0,0,Safe
6,13,29.99999999947006,0,0,Safe
6,14,29.99999999990944,0,0,Safe
6,15,29.999999999984524,0,0,Safe
6,16,29.99999999999736,0,0,Safe
6,17,29.99999999999955,0,0,Safe
6,18,29.99999999999992,0,0,Safe
6,19,29.999999999999982,0,0,Safe
6,20,29.999999999999982,0,0,Safe
6,21,29.999999999999982,0,0,Safe
6,22,29.999999999999982,0,0,Safe
6,23,29.999999999999982,0,0,Safe
6,24,29.999999999999982,0,0,Safe
6,25,29.999999999999982,0,0,Safe
6,26,29.999999999999982,0,0,Safe
6,27,29.999999999999982,0,0,Safe
6,28,29.999999999999982,0,0,Safe
6,29,29.999999999999982,0,0,Safe
6,30,29.999999999999982,0,0,Safe
6,31,29.999999999999982,0,0,Safe
6,32,29.999999999999982,0,0,Safe
6,33,27.77464478653321,0,0,Safe
6,34,25.47415414928528,0,0,Safe
6,35,25.081027365512018,0,0,Safe
6,36,25.01384662344876,0,0,Safe
6,37,25.00236622503669,0,0,Safe
6,38,25.555959915574807,1,0,Safe
6,39,29.240565835364777,1,0,Safe
7,0,25.0,0,0,Safe
7,1,29.1455588268693,0,0,Safe
7,2,29.85398605633181,0,0,Safe
7,3,29.975047934935745,0,0,Safe
7,4,29.99573598565089,0,0,Safe
7,5,29.99927133011546,0,0,Safe
7,6,29.9998754788898,0,0,Safe
7,7,29.999978720807302,0,0,Safe
7,8,29.999996363636328,0,0,Safe
7,9,29.99999937858823,0,0,Safe
7,10,29.99999989380804,0,0,Safe
7,11,29.99999998185304,0,0,Safe
7,12,29.9999999968989,0,0,Safe
7,13,29.99999999947006,0,0,Safe
7,14,29.99999999990944,0,0,Safe
7,15,29.999999999984524,0,0,Safe
7,16,23.04675310322838,0,0,Safe
7,17,20.52065425915241,0,0,Safe
7,18,20.08897368719714,0,0,Safe
7,19,20.01520455633329,0,0,Safe
7,20,23.786020906328584,0,0,Safe
7,21,24.79254525580945,0,0,Safe
7,22,24.96454842500046,0,0,Safe
7,23,20.95518806270565,0,0,Safe
7,24,20.16323040177173,0,0,Safe
7,25,23.488163416908893,0,0,Safe
7,26,24.741644915272342,0,0,Safe
7,27,24.955850155664205,0,0,Safe
7,28,24.992455311042438,0,0,Safe
7,29,24.99871070142324,0,0,Safe
7,30,24.999779674042312,0,0,Safe
7,31,24.99996234888605,0,0,Safe
7,32,24.999993565867605,0,0,Safe
7,33,24.99999890048247,0,0,Safe
7,34,24.99999981210539,0,0,Safe
7,35,26.878524583041152,0,0,Safe
7,36,29.46657657656701,0,0,Safe
7,37,29.908844212861304,0,0,Safe
7,38,29.98442254845991,0,0,Safe
7,39,29.997337996806337,0,0,Safe
8,0,25.0,0,0,Safe
8,1,25.0,0,0,Safe
8,2,25.0,0,0,Safe
8,3,25.0,0,0,Safe
8,4,25.0,0,0,Safe
8,5,25.0,0,0,Safe
8,6,25.0,0,0,Safe
8,7,25.0,0,0,Safe
8,8,25.0,0,0,Safe
8,9,25.0,0,0,Safe
8,10,25.0,0,0,Safe
8,11,25.0,0,0,Safe
8,12,25.0,0,0,Safe
8,13,25.0,0,0,Safe
8,14,25.0,0,0,Safe
8,15,25.0,0,0,Safe
8,16,25.0,0,0,Safe
8,17,25.0,0,0,Safe
8,18,25.0,0,0,Safe
8,19,25.0,0,0,Safe
8,20,25.0,0,0,Safe
8,21,25.0,0,0,Safe
8,22,25.0,0,0,Safe
8,23,25.0,0,0,Safe
8,24,25.0,0,0,Safe
8,25,25.0,0,0,Safe
8,26,25.0,0,0,Safe
8,27,25.0,0,0,Safe
8,28,25.0,0,0,Safe
8,29,25.0,0,0,Safe
8,30,25.0,0,0,Safe
8,31,25.0,0,0,Safe
8,32,27.53364907863714,0,0,Safe
8,33,29.578529645079747,0,0,Safe
8,34,29.927975675100427,0,0,Safe
8,35,29.98769189026777,0,0,Safe
8,36,29.997896688856272,0,0,Safe
8,37,29.999640568871776,0,0,Safe
8,38,29.999938577449026,0,0,Safe
8,39,29.9999895036087,0,0,Safe
9,0,25.0,0,1,Safe
9,1,25.0,0,1,Safe
9,2,25.0,0,1,Safe
9,3,25.0,0,1,Safe
9,4,25.0,0,1,Safe
9,5,25.0,0,1,Safe
9,6,25.0,0,1,Safe
9,7,25.0,0,1,Safe
9,8,25.0,0,1,Safe
9,9,25.0,0,1,Safe
9,10,25.0,0,1,Safe
9,11,25.0,0,1,Safe
9,12,25.0,0,1,Safe
9,13,25.0,0,1,Safe
9,14,25.0,0,1,Safe
9,15,25.0,0,1,Safe
9,16,25.0,0,1,Safe
9,17,25.0,0,1,Safe
9,18,25.0,0,1,Safe
9,19,25.0,0,1,Safe
9,20,25.0,0,1,Safe
9,21,25.0,0,1,Safe
9,22,25.0,0,1,Safe
9,23,25.0,0,1,Safe
9,24,25.0,0,1,Safe
9,25,25.0,0,1,Safe
9,26,25.0,0,1,Safe
9,27,25.0,0,1,Safe
9,28,25.0,0,1,Safe
9,29,25.0,0,1,Safe
9,30,25.0,0,1,Safe
9,31,25.0,0,1,Safe
9,32,25.0,0,1,Safe
9,33,25.0,0,1,Safe
9,34,25.0,0,1,Safe
9,35,25.0,0,1,Safe
9,36,25.0,0,1,Safe
9,37,25.0,0,1,Safe
9,38,25.0,0,1,Safe
9,39,25.0,0,1,Safe
10,0,25.0,0,0,Student
11,1,25.0,0,0,Student
12,2,25.0,0,1,Student
13,3,25.0,0,1,Student
14,4,25.0,0,2,Student
15,5,25.0,0,2,Student
16,6,25.0,0,2,Student
17,7,25.0,0,2,Student
18,8,25.0,0,2,Student
19,9,25.0,0,2,Student
20,10,25.0,0,2,Student
21,11,28.05127828435527,0,2,Student
22,12,29.66698638623585,0,2,Student
23,13,29.943091891437373,0,2,Student
24,14,29.99027507379182,0,2,Student
25,15,29.998338124528413,0,2,Student
26,16,29.99971600503449,0,2,Student
27,17,29.9999514686017,0,2,Student
28,18,29.999991706555026,0,2,Student
29,19,29.99999858274783,0,2,Student
30,20,29.99999975780828,0,2,Student
31,21,29.99999995861228,0,2,Student
32,22,29.99999999292733,0,2,Student
33,23,29.999999998791367,0,2,Student
34,24,29.999999999793456,0,2,Student
35,25,29.999999999964707,0,2,Student
36,26,29.999999999993967,0,2,Student
37,27,29.99999999999897,0,2,Student
38,28,29.999999999999822,0,2,Student
39,29,29.999999999999968,0,2,Student
40,30,29.999999999999982,0,2,Student
41,31,29.999999999999982,0,2,Student
42,32,29.999999999999982,0,2,Student
43,33,29.999999999999982,0,2,Student
44,34,29.999999999999982,0,2,Student
45,35,29.999999999999982,0,2,Student
46,36,29.999999999999982,0,2,Student
47,37,29.999999999999982,0,2,Student
48,38,29.999999999999982,0,2,Student
49,39,29.999999999999982,0,2,Student
50,0,25.0,0,0,Student
51,1,25.0,0,0,Student
52,2,25.0,0,0,Student
53,3,25.0,0,0,Student
54,4,28.783422626538517,0,0,Student
55,5,29.79210124036306,0,0,Student
56,6,29.96447254798468,0,0,Student
57,7,29.99392877644434,0,1,Student
58,8,29.99896249932455,0,1,Student
59,9,29.999822703341145,0,2,Student
60,10,29.999969702086965,0,2,Student
61,11,29.999994822443128,0,2,Student
62,12,29.999999115216447,0,2,Student
63,13,29.999999848800897,0,2,Student
64,14,29.99999997416185,0,2,Student
65,15,29.999999995584567,0,2,Student
66,16,29.999999999245457,0,2,Student
67,17,29.999999999871054,0,2,Student
68,18,29.99999999997797,0,2,Student
69,19,29.999999999996238,0,2,Student
70,20,29.99999999999936,0,2,Student
71,21,29.99999999999989,0,2,Student
72,22,29.999999999999982,0,2,Student
73,23,29.999999999999982,0,2,Student
74,24,29.999999999999982,0,2,Student
75,25,29.999999999999982,0,2,Student
76,26,29.999999999999982,0,2,Student
77,27,29.999999999999982,0,2,Student
78,28,29.999999999999982,0,2,Student
79,29,29.999999999999982,0,2,Student
80,30,29.999999999999982,0,2,Student
81,31,29.999999999999982,0,2,Student
82,32,29.999999999999982,0,2,Student
83,33,29.999999999999982,0,2,Student
84,34,29.999999999999982,0,2,Student
85,35,29.999999999999982,0,2,Student
86,36,29.999999999999982,0,2,Student
87,37,29.999999999999982,0,2,Student
88,38,29.999999999999982,0,2,Student
89,39,29.999999999999982,0,2,Student
90,0,25.0,0,1,Student
91,1,25.0,0,1,Student
92,2,25.0,0,1,Student
93,3,25.0,0,1,Student
94,4,25.0,0,2,Student
95,5,25.0,0,2,Student
96,6,25.0,0,3,Student
97,7,28.918597890256457,0,3,Student
98,8,29.815201102544943,0,3,Student
99,9,29.96842004265305,0,3,Student
100,10,29.994603356839413,0,4,Student
101,11,29.999077777177376,0,4,Student
102,12,29.999842402969907,0,4,Student
103,13,29.999973068521747,0,4,Student
104,14,29.999995397727226,0,4,Student
105,15,29.99999921352573,0,4,Student
106,16,29.9999998656008,0,4,Student
107,17,29.999999977032758,0,4,Student
108,18,29.99999999607517,0,4,Student
109,19,29.99999999932929,0,4,Student
110,20,29.999999999885382,0,4,Student
111,21,29.99999999998041,0,4,Student
112,22,29.999999999996653,1,5,Student
113,23,29.999999999999428,1,5,Student
114,24,29.9999999999999,1,5,Student
115,25,29.999999999999982,1,6,Student
116,26,29.999999999999982,1,6,Student
117,27,29.999999999999982,1,6,Student
118,28,29.999999999999982,1,6,Student
119,29,29.999999999999982,1,6,Student
120,30,29.999999999999982,1,6,Student
121,31,29.999999999999982,1,6,Student
122,32,29.999999999999982,1,6,Student
123,33,29.999999999999982,1,6,Student
124,34,29.999999999999982,1,6,Student
125,35,29.999999999999982,1,6,Student
126,36,29.999999999999982,1,6,Student
127,37,29.999999999999982,1,6,Student
128,38,29.999999999999982,1,6,Student
129,39,29.999999999999982,1,6,Student
130,0,25.0,0,0,Student
131,1,29.1455588268693,0,0,Student
132,2,29.85398605633181,0,0,Student
133,3,29.975047934935745,0,0,Student
134,4,29.99573598565089,0,0,Student
135,5,29.99927133011546,0,0,Student
136,6,29.9998754788898,0,0,Student
137,7,29.999978720807302,0,0,Student
138,8,29.999996363636328,0,0,Student
139,9,29.99999937858823,0,0,Student
140,10,29.99999989380804,0,0,Student
141,11,29.99999998185304,0,0,Student
142,12,29.9999999968989,0,0,Student
143,13,29.99999999947006,0,0,Student
144,14,29.99999999990944,0,0,Student
145,15,29.999999999984524,0,0,Student
146,16,29.99999999999736,0,0,Student
147,17,29.99999999999955,0,0,Student
148,18,29.99999999999992,0,0,Student
149,19,29.999999999999982,0,0,Student
150,20,29.999999999999982,0,0,Student
151,21,29.999999999999982,0,0,Student
152,22,29.999999999999982,0,0,Student
153,23,29.999999999999982,0,0,Student
154,24,29.999999999999982,0,0,Student
155,25,29.999999999999982,0,0,Student
156,26,29.999999999999982,0,0,Student
157,27,29.999999999999982,0,0,Student
158,28,29.999999999999982,0,0,Student
159,29,29.999999999999982,0,0,Student
160,30,29.999999999999982,0,0,Student
161,31,29.999999999999982,0,1,Student
162,32,29.999999999999982,0,1,Student
163,33,29.999999999999982,0,2,Student
164,34,29.999999999999982,0,2,Student
165,35,29.999999999999982,0,2,Student
166,36,29.999999999999982,0,2,Student
167,37,29.999999999999982,0,2,Student
168,38,29.999999999999982,0,2,Student
169,39,29.999999999999982,0,3,Student
170,0,25.0,0,0,Student
171,1,25.0,0,0,Student
172,2,25.0,0,0,Student
173,3,25.0,0,0,Student
174,4,29.038753680227963,0,0,Student
175,5,29.835734313373283,0,0,Student
176,6,29.97192892680271,0,0,Student
177,7,29.99520298385725,0,0,Student
178,8,29.99918024637989,0,0,Student
179,9,29.999859913751028,0,0,Student
180,10,29.99997606090822,0,0,Student
181,11,29.999995909090867,0,0,Student
182,12,29.99999930091176,0,0,Student
183,13,29.999999880534045,0,0,Student
184,14,29.999999979584672,0,0,Student
185,15,29.999999996511264,0,0,Student
186,16,29.999999999403816,0,0,Student
187,17,29.99999999989812,0,0,Student
188,18,29.99999999998259,0,1,Student
189,19,29.999999999997023,0,1,Student
190,20,29.99999999999949,0,1,Student
191,21,29.99999999999991,0,1,Student
192,22,29.999999999999982,0,1,Student
193,23,29.999999999999982,0,1,Student
194,24,29.999999999999982,0,1,Student
195,25,29.999999999999982,0,1,Student
196,26,29.999999999999982,0,1,Student
197,27,29.999999999999982,0,1,Student
198,28,29.999999999999982,0,1,Student
199,29,29.999999999999982,0,1,Student
200,30,29.999999999999982,0,1,Student
201,31,29.999999999999982,0,1,Student
